,Strategy_Equity,Benchmark_Equity
2022-02-14,1078996.25,929891.06
2022-02-15,1070107.0,947218.1
2022-02-16,1055888.625,948713.2
2022-02-17,1044598.5,921801.56
2022-02-18,1043989.5,905996.4
2022-02-22,1046482.25,909947.6
2022-02-23,1052395.875,871662.75
2022-02-24,1053440.625,903112.94
2022-02-25,1008407.5,923136.5
2022-02-28,1011821.75,925085.44
2022-03-01,1009038.0,914539.7
2022-03-02,1006682.0625,924925.25
2022-03-03,1029764.5,899001.56
2022-03-04,997110.5,897800.06
2022-03-07,997687.875,865148.44
2022-03-08,985269.4375,864481.0
2022-03-09,949475.625,894756.56
2022-03-10,917982.8125,882956.0
2022-03-11,928443.3125,865015.0
2022-03-14,933981.5,853347.94
2022-03-15,931412.375,876201.44
2022-03-16,970660.0,910268.06
2022-03-17,951601.875,913098.1
